year,treatment,Treatment_Type,replicate,station,core,section,horizon_length,core_volume_cm3,gravel_free_bulk_density,total_bulk_density,gravel_weight_g,comments
2013,T7,,R1,S4,2,10-25cm,15,684.06,1.44,1.48,25.81, 
2013,T7,,R1,S4,2,25-50cm,25,1140.09,1.41,1.48,84.21, 
2013,T7,,R1,S4,2,50-end cm,68,3101.05,1.44,1.7,808.06, 
2013,T7,,R1,S5,1,0-10cm,10,456.04,1.29,1.36,32.42, 
2013,T7,,R1,S5,1,10-25cm,15,684.06,1.42,1.53,74.91, 
2013,T7,,R1,S5,1,25-50cm,25,1140.09,1.56,1.62,70.85, 
2013,T7,,R1,S5,1,50-end cm,66,3009.84,1.72,1.81,260.57, 
2013,T7,,R1,S5,2,0-10cm,10,456.04,1.37,1.44,31.72, 
2013,T7,,R1,S5,2,10-25cm,15,684.06,1.53,1.6,47.38, 
2013,T7,,R1,S5,2,25-50cm,25,1140.09,1.54,1.61,78.95, 
2013,T7,,R1,S5,2,50-end cm,65,2964.24,1.64,1.71,209.47, 
2013,T7,,R2,S1,1,0-10cm,10,456.04,1.34,1.36,8.05, 
2013,T7,,R2,S1,1,10-25cm,15,684.06,1.33,1.36,25.88, 
2013,T7,,R2,S1,1,25-50cm,25,1140.09,1.57,1.63,69.56, 
2013,T7,,R2,S1,1,50-end cm,65,2964.24,1.52,1.71,561.68, 
2013,T7,,R2,S1,2,0-10cm,10,456.04,1.08,1.1,9.65, 
2013,T7,,R2,S1,2,10-25cm,15,684.06,1.3,1.34,24.76, 
2013,T7,,R2,S1,2,25-50cm,25,1140.09,1.53,1.57,39.08, 
2013,T7,,R2,S1,2,50-end cm,66,3009.84,1.54,1.68,400.12, 
2013,T7,,R2,S2,1,0-10cm,10,456.04,1.11,1.12,4.67, 
2013,T7,,R2,S2,1,10-25cm,15,684.06,1.33,1.34,10.09, 
2013,T7,,R2,S2,1,25-50cm,25,1140.09,1.44,1.46,16.77, 
2013,T7,,R2,S2,1,50-end cm,67,3055.45,1.51,1.71,581.81, 
2013,T7,,R2,S2,2,10-25cm,15,684.06,1.37,1.38,8.98,moldy 
2013,T7,,R2,S2,2,25-50cm,25,1140.09,1.5,1.54,43.27, 
2013,T7,,R2,S2,2,50-end cm,63,2873.03,1.45,1.67,633.25, 
2013,T7,,R2,S3,1,0-10cm,10,456.04,1.25,1.28,13.46, 
2013,T7,,R2,S3,1,10-25cm,15,684.06,1.62,1.65,16.48, 
2013,T7,,R2,S3,1,25-50cm,25,1140.09,1.38,1.59,238.15, 
2013,T7,,R2,S3,1,50-end cm,65,2964.24,1.56,1.71,439.83, 
2013,T7,,R2,S3,2,0-10cm,10,456.04,1.34,1.37,14.63, 
2013,T7,,R2,S3,2,10-25cm,15,684.06,1.6,1.64,27.01, 
2013,T7,,R2,S3,2,25-50cm,25,1140.09,1.54,1.7,185.69, 
2013,T7,,R2,S3,2,50-end cm,60,2736.22,1.52,1.73,580.27, 
2013,T7,,R2,S4,1,0-10cm,10,456.04,1.35,1.39,15.68, 
2013,T7,,R2,S4,1,10-25cm,15,684.06,1.56,1.61,34.18, 
2013,T7,,R2,S4,1,25-50cm,25,1140.09,1.37,1.58,242.59, 
2013,T7,,R2,S4,1,50-end cm,64,2918.64,1.61,1.72,329.92, 
2013,T7,,R2,S4,2,0-10cm,10,456.04,1.36,1.53,74.04, 
2013,T7,,R2,S4,2,10-25cm,15,684.06,1.35,1.41,38.35, 
2013,T7,,R2,S4,2,25-50cm,25,1140.09,1.46,1.63,190.11, 
2013,T7,,R2,S4,2,50-end cm,66,3009.84,1.54,1.68,413.38, 
2013,T7,,R2,S5,1,0-10cm,10,456.04,1.39,1.43,15.66, 
2013,T7,,R2,S5,1,10-25cm,15,684.06,1.51,1.56,34.64, 
2013,T7,,R2,S5,1,25-50cm,25,1140.09,1.49,1.63,162.75, 
2013,T7,,R2,S5,1,50-end cm,61,2781.82,1.52,1.72,563.49, 
2013,T7,,R2,S5,2,0-10cm,10,456.04,1.27,1.29,8.64, 
2013,T7,,R2,S5,2,10-25cm,15,684.06,1.58,1.7,82.97, 
2013,T7,,R2,S5,2,25-50cm,25,1140.09,1.38,1.52,153.99, 
2013,T7,,R2,S5,2,50-end cm,64,2918.64,1.49,1.67,522.57, 
2013,T7,,R3,S1,1,0-10cm,10,456.04,1.12,1.13,3.95, 
2013,T7,,R3,S1,1,10-25cm,15,684.06,1.36,1.39,23.39, 
2013,T7,,R3,S1,1,25-50cm,25,1140.09,1.44,1.51,78.84, 
2013,T7,,R3,S1,1,50-end cm,64,2918.64,1.43,1.68,723.82, 
2013,T7,,R3,S1,2,0-10cm,10,456.04,1.15,1.17,9.71, 
2013,T7,,R3,S1,2,10-25cm,15,684.06,1.41,1.44,18.74, 
2013,T7,,R3,S1,2,25-50cm,25,1140.09,1.61,1.67,65.7, 
2013,T7,,R3,S1,2,50-end cm,57,2599.41,1.36,1.63,684.65, 
2013,T7,,R3,S2,1,0-10cm,10,456.04,1.2,1.22,7.73, 
2013,T7,,R3,S2,1,10-25cm,15,684.06,1.45,1.47,12.14, 
2013,T7,,R3,S2,1,25-50cm,25,1140.09,1.53,1.57,38.46, 
2013,T7,,R3,S2,1,50-end cm,63,2873.03,1.59,1.71,332.8, 
2013,T7,,R3,S2,2,0-10cm,10,456.04,1.3,1.31,4.31, 
2013,T7,,R3,S2,2,10-25cm,15,684.06,1.4,1.43,22.61, 
2013,T7,,R3,S2,2,25-50cm,25,1140.09,1.53,1.57,47.14, 
2013,T7,,R3,S2,2,50-end cm,65,2964.24,1.58,1.73,441.38, 
2013,T7,,R3,S3,1,0-10cm,10,456.04,1.12,1.27,66.87, 
2013,T7,,R3,S3,1,10-25cm,15,684.06,1.39,1.43,27.4, 
2013,T7,,R3,S3,1,25-50cm,25,1140.09,1.37,1.62,291.06, 
2013,T7,,R3,S3,1,50-end cm,62,2827.43,1.54,1.71,481.73, 
2013,T7,,R3,S3,2,0-10cm,10,456.04,1.11,1.17,29.6, 
2013,T7,,R3,S3,2,10-25cm,15,684.06,1.5,1.55,35.02, 
2013,T7,,R3,S3,2,25-50cm,25,1140.09,1.38,1.6,256.89, 
2013,T7,,R3,S3,2,50-end cm,65,2964.24,1.63,1.73,290.31, 
2013,T7,,R3,S4,1,0-10cm,10,456.04,1.33,1.34,7.66, 
2013,T7,,R3,S4,1,25-50cm,25,1140.09,1.49,1.57,88.02, 
2013,T7,,R3,S4,1,50-end cm,63,2873.03,1.54,1.77,666.26, 
2013,T7,,R3,S4,2,0-10cm,10,456.04,1.32,1.34,9.25, 
2013,T7,,R3,S4,2,10-25cm,15,684.06,1.58,1.6,18.48, 
2013,T7,,R3,S4,2,25-50cm,25,1140.09,1.5,1.53,24.45, 
2013,T7,,R3,S4,2,50-end cm,64,2918.64,1.58,1.71,375.54, 
2013,T7,,R3,S5,1,0-10cm,10,456.04,1.13,1.15,9.77, 
2013,T7,,R3,S5,1,10-25cm,15,684.06,1.44,1.45,7.98, 
2013,T7,,R3,S5,1,25-50cm,25,1140.09,1.49,1.57,85.67, 
2013,T7,,R3,S5,1,50-end cm,67,3055.45,1.48,1.71,689.1, 
2013,T7,,R3,S5,2,0-10cm,10,456.04,1.27,1.3,12.99, 
2013,T7,,R3,S5,2,10-25cm,15,684.06,1.43,1.47,27.54, 
2013,T7,,R3,S5,2,25-50cm,25,1140.09,1.54,1.58,46.09, 
2013,T7,,R3,S5,2,50-end cm,66,3009.84,1.57,1.83,780.09, 
2013,T7,,R4,S1,1,10-25cm,15,684.06,1.41,1.44,21.44, 
2013,T7,,R4,S1,1,25-50cm,25,1140.09,1.51,1.59,86.87, 
2013,T7,,R4,S1,1,50-end cm,61,2781.82,1.3,1.65,972.23, 
2013,T7,,R4,S1,2,0-10cm,10,456.04,1.11,1.14,11.83, 
2013,T7,,R4,S1,2,10-25cm,15,684.06,1.38,1.41,20.37, 
2013,T7,,R4,S1,2,25-50cm,25,1140.09,1.49,1.59,123.55, 
2013,T7,,R4,S1,2,50-end cm,62,2827.43,1.33,1.73,1125.24, 
2013,T7,,R4,S2,1,0-10cm,10,456.04,1.19,1.22,12.61, 
2013,T7,,R4,S2,1,10-25cm,15,684.06,1.42,1.46,25.38, 
2013,T7,,R4,S2,1,25-50cm,25,1140.09,1.62,1.69,72.38, 
2013,T7,,R4,S2,1,50-end cm,60,2736.22,1.61,1.74,373.16, 
2013,T7,,R4,S2,2,0-10cm,10,456.04,1.18,1.18,1.56, 
2013,T7,,R4,S2,2,10-25cm,15,684.06,1.47,1.49,15.41, 
2013,T7,,R4,S2,2,25-50cm,25,1140.09,1.6,1.64,48.29, 
2013,T7,,R4,S2,2,50-end cm,63,2873.03,1.57,1.76,527.03, 
2013,T7,,R4,S3,1,0-10cm,10,456.04,1.08,1.1,7.27, 
2013,T7,,R4,S3,1,10-25cm,15,684.06,1.46,1.48,12.13, 
2013,T7,,R4,S3,1,25-50cm,25,1140.09,1.57,1.59,26.79, 
2013,T7,,R4,S3,1,50-end cm,65,2964.24,1.6,1.79,550.95, 
2013,T7,,R4,S3,2,0-10cm,10,456.04,1.2,1.23,12.72, 
2013,T7,,R4,S3,2,10-25cm,15,684.06,1.46,1.48,12.91, 
2013,T7,,R4,S3,2,25-50cm,25,1140.09,1.58,1.61,33.63, 
2013,T7,,R4,S3,2,50-end cm,65,2964.24,1.58,1.73,452.24, 
2013,T7,,R4,S4,1,0-10cm,10,456.04,1.07,1.08,4.46, 
2013,T7,,R4,S4,1,10-25cm,15,684.06,1.45,1.53,55.45, 
2013,T7,,R4,S4,1,25-50cm,25,1140.09,1.53,1.66,141.74, 
2013,T7,,R4,S4,1,50-end cm,61,2781.82,1.44,1.77,939.73, 
2013,T7,,R4,S4,2,0-10cm,10,456.04,1.19,1.31,53.45, 
2013,T7,,R4,S4,2,10-25cm,15,684.06,1.44,1.59,104.88, 
2013,T7,,R4,S4,2,25-50cm,25,1140.09,1.49,1.66,191.43, 
2013,T7,,R4,S4,2,50-end cm,60,2736.22,1.45,1.75,826.23, 
2013,T7,,R4,S5,1,0-10cm,10,456.04,1.09,1.16,30.37,Large root mass 
2013,T7,,R4,S5,1,10-25cm,15,684.06,1.25,1.28,21.49, 
2013,T7,,R4,S5,1,25-50cm,25,1140.09,1.44,1.45,9.6, 
2013,T7,,R4,S5,1,50-end cm,66,3009.84,1.53,1.64,350.3, 
2013,T7,,R4,S5,2,0-10cm,10,456.04,1.24,1.26,8.73, 
2013,T7,,R4,S5,2,10-25cm,15,684.06,1.22,1.24,15.9, 
2013,T7,,R4,S5,2,25-50cm,25,1140.09,1.56,1.58,28.13, 
2013,T7,,R4,S5,2,50-end cm,66,3009.84,1.53,1.66,376.29, 
2013,T7,,R5,S1,1,0-10cm,10,456.04,1.14,1.16,8.27, 
2013,T7,,R5,S1,1,10-25cm,15,684.06,1.38,1.41,17.79, 
2013,T7,,R5,S1,1,25-50cm,25,1140.09,1.46,1.61,170.66, 
2013,T7,,R5,S1,1,50-end cm,67,3055.45,1.53,1.73,633.77, 
2013,T7,,R5,S1,2,0-10cm,10,456.04,1.22,1.24,8.77,Substantial roots 
2013,T7,,R5,S1,2,10-25cm,15,684.06,1.45,1.59,99.4, 
2013,T7,,R5,S1,2,25-50cm,25,1140.09,1.29,1.57,312.84, 
2013,T7,,R5,S1,2,50-end cm,65,2964.24,1.49,1.71,639.06, 
2013,T7,,R5,S2,1,0-10cm,10,456.04,1.06,1.07,1.91,Large root mass 
2013,T7,,R5,S2,1,10-25cm,15,684.06,1.37,1.41,27.78, 
2013,T7,,R5,S2,1,25-50cm,25,1140.09,1.34,1.53,213.69, 
2013,T7,,R5,S2,1,50-end cm,64,2918.64,1.46,1.69,653.89, 
2013,T7,,R5,S2,2,0-10cm,10,456.04,1.08,1.11,11.52, 
2013,T7,,R5,S2,2,10-25cm,15,684.06,1.44,1.49,31.8, 
2013,T7,,R5,S2,2,25-50cm,25,1140.09,1.55,1.66,126.12, 
2013,T7,,R5,S2,2,50-end cm,65,2964.24,1.46,1.71,733.71, 
2013,T7,,R5,S3,1,0-10cm,10,456.04,1.07,1.1,15.6, 
2013,T7,,R5,S3,1,10-25cm,15,684.06,1.4,1.42,18.37, 
2013,T7,,R5,S3,1,25-50cm,25,1140.09,1.49,1.62,140.07, 
2013,T7,,R5,S3,1,50-end cm,64,2918.64,1.35,1.62,795.37, 
2013,T7,,R5,S3,2,0-10cm,10,456.04,1.24,1.27,13.39, 
2013,T7,,R5,S3,2,10-25cm,15,684.06,1.36,1.45,65.39, 
2013,T7,,R5,S3,2,25-50cm,25,1140.09,1.46,1.66,227.73, 
2013,T7,,R5,S3,2,50-end cm,62,2827.43,1.38,1.7,905.57, 
2013,T7,,R5,S4,1,0-10cm,10,456.04,1.06,1.07,7.97, 
2013,T7,,R5,S4,1,10-25cm,15,684.06,1.3,1.32,14.59, 
2013,T7,,R5,S4,1,25-50cm,25,1140.09,1.58,1.61,36.29, 
2013,T7,,R5,S4,1,50-end cm,59,2690.62,1.43,1.72,788.35, 
2013,T7,,R5,S4,2,0-10cm,10,456.04,1.2,1.21,5.62, 
2013,T7,,R5,S4,2,10-25cm,15,684.06,1.13,1.17,25.06, 
2013,T7,,R5,S4,2,25-50cm,25,1140.09,1.4,1.5,105.94, 
2013,T7,,R5,S4,2,50-end cm,67,3055.45,1.54,1.67,413.13, 
2013,T7,,R5,S5,1,0-10cm,10,456.04,1.12,1.15,15.45, 
2013,T7,,R5,S5,1,10-25cm,15,684.06,1.33,1.39,36.29, 
2013,T7,,R5,S5,1,25-50cm,25,1140.09,1.44,1.61,191.98, 
2013,T7,,R5,S5,1,50-end cm,64,2918.64,1.34,1.7,1046.73, 
2013,T7,,R5,S5,2,0-10cm,10,456.04,1,1.01,3.42, 
2013,T7,,R5,S5,2,10-25cm,15,684.06,1.3,1.34,21.67, 
2013,T7,,R5,S5,2,25-50cm,25,1140.09,1.26,1.33,81.92,Large root mass 
2013,T7,,R5,S5,2,50-end cm,63,2873.03,1.22,1.6,1100.91,Large root mass 
2013,T7,,R6,S1,1,0-10cm,10,456.04,1.1,1.12,7.5,Large root mass 
2013,T7,,R6,S1,1,10-25cm,15,684.06,1.43,1.47,29.33, 
2013,T7,,R6,S1,1,25-50cm,25,1140.09,1.63,1.75,139.29, 
2013,T7,,R6,S1,1,50-end cm,57,2599.41,1.65,1.72,174.78, 
2013,T7,,R6,S1,2,0-10cm,10,456.04,1.04,1.06,7.55, 
2013,T7,,R6,S1,2,10-25cm,15,684.06,1.37,1.38,10.83, 
2013,T7,,R6,S1,2,25-50cm,25,1140.09,1.6,1.64,37.97, 
2013,T7,,R6,S1,2,50-end cm,62,2827.43,1.61,1.7,255.71, 
2013,T7,,R6,S2,1,0-10cm,10,456.04,1.26,1.27,2.87, 
2013,T7,,R6,S2,1,10-25cm,15,684.06,1.46,1.48,13.68, 
2013,T7,,R6,S2,1,25-50cm,25,1140.09,1.6,1.62,19.11, 
2013,T7,,R6,S2,1,50-end cm,64,2918.64,1.65,1.7,141.38, 
2013,T7,,R6,S2,2,0-10cm,10,456.04,,,,large root mass 
2013,T7,,R6,S2,2,10-25cm,15,684.06,,,, 
2013,T7,,R6,S2,2,25-50cm,25,1140.09,,,, 
2013,T7,,R6,S2,2,50-end cm,66,3009.84,,,, 
2013,T7,,R6,S3,1,0-10cm,10,456.04,1.09,1.11,9.07, 
2013,T7,,R6,S3,1,10-25cm,15,684.06,1.4,1.44,26.99, 
2013,T7,,R6,S3,1,25-50cm,25,1140.09,1.64,1.71,74.96, 
2013,T7,,R6,S3,1,50-end cm,61,2781.82,1.64,1.78,391.05, 
2013,T7,,R6,S3,2,10-25cm,15,684.06,1.62,1.63,10.86, 
2013,T7,,R6,S3,2,25-50cm,25,1140.09,1.43,1.62,211.24, 
2013,T7,,R6,S3,2,50-end cm,63,2873.03,1.64,1.73,270.43, 
2013,T7,,R6,S4,1,0-10cm,10,456.04,1.16,1.17,5.84, 
2013,T7,,R6,S4,1,10-25cm,15,684.06,1.34,1.37,15.64, 
2013,T7,,R6,S4,1,25-50cm,25,1140.09,1.41,1.45,39.05, 
2013,T7,,R6,S4,1,50-end cm,68,3101.05,1.54,1.65,334.94, 
2013,T7,,R6,S4,2,10-25cm,15,684.06,1.41,1.42,10.19,Lots of roots 
2013,T7,,R6,S4,2,25-50cm,25,1140.09,1.62,1.64,22.41, 
2013,T7,,R6,S4,2,50-end cm,63,2873.03,1.7,1.77,195.64, 
2013,T7,,R6,S5,1,0-10cm,10,456.04,1.11,1.13,9.69,Lots of roots 
2013,T7,,R6,S5,1,10-25cm,15,684.06,1.42,1.44,12.76, 
2013,T7,,R6,S5,1,25-50cm,25,1140.09,1.53,1.65,134.99, 
2013,T7,,R6,S5,1,50-end cm,63,2873.03,1.66,1.73,199.87, 
2013,T7,,R6,S5,2,0-10cm,10,456.04,1.18,1.19,6.19, 
2013,T7,,R6,S5,2,10-25cm,15,684.06,1.41,1.43,11.56, 
2013,T7,,R6,S5,2,25-50cm,25,1140.09,1.51,1.55,50.11, 
2013,T7,,R6,S5,2,50-end cm,63,2873.03,1.69,1.77,248.14, 
2001,T7,,R1,S4,2,Middle,31,876.5,1.47,1.83,315.96,
2001,T7,,R1,S1,1,Surface,28,791.68,1.66,1.69,27.61,
2001,T7,,R1,S1,1,Middle,29,819.96,1.82,1.89,53.67,
2001,T7,,R1,S1,1,Deep,43,1215.8,1.6,1.72,146.31,
2001,T7,,R1,S1,2,Surface,18,508.94,1.71,1.76,20.93,
2001,T7,,R1,S1,2,Middle,40,1130.97,1.75,1.79,48.64,
2001,T7,,R1,S1,2,Deep,42,1187.52,1.88,1.95,77.18,
2001,T7,,R1,S2,1,Surface,23,650.31,1.6,1.66,38.73,
2001,T7,,R1,S2,1,Middle,30,848.23,1.8,1.83,32.37,
2001,T7,,R1,S2,1,Deep,47,1328.89,1.78,1.89,150.09,
2001,T7,,R1,S2,2,Surface,26,735.13,1.54,1.6,41.42,
2001,T7,,R1,S2,2,Middle,29,819.96,1.74,1.77,28.4,
2001,T7,,R1,S2,2,Deep,45,1272.35,1.86,1.92,74.83,
2001,T7,,R1,S3,1,Surface,35,989.6,1.4,1.44,36.75,
2001,T7,,R1,S3,1,Middle,32,904.78,1.83,1.91,70.85,
2001,T7,,R1,S3,1,Deep,33,933.05,1.66,1.84,172,
2001,T7,,R1,S3,2,Surface,31,876.5,1.54,1.58,36.01,compressed
2001,T7,,R1,S3,2,Middle,48,1357.17,1.71,1.89,240.75,
2001,T7,,R1,S3,2,Deep,18,508.94,1.62,2.25,320.16,
2001,T7,,R1,S4,1,Surface,25,706.86,1.58,1.66,58.18,
2001,T7,,R1,S4,1,Middle,36,1017.88,1.63,1.74,114.18,
2001,T7,,R1,S4,1,Deep,39,1102.7,1.72,1.89,184.34,
2001,T7,,R1,S4,2,Surface,26,735.13,1.6,1.67,50.41,
2001,T7,,R1,S4,2,Deep,36,1017.88,1.49,1.86,375.15,gap between 73 & 80
2001,T7,,R1,S5,1,Surface,35,989.6,1.62,1.68,63.22,
2001,T7,,R1,S5,1,Middle,24,678.58,1.55,1.86,206.01,
2001,T7,,R1,S5,1,Deep,41,1159.25,1.81,1.86,51.02,
2001,T7,,R1,S5,2,Surface,39,1102.7,1.45,1.52,69.71,
2001,T7,,R1,S5,2,Middle,40,1130.97,1.79,1.86,72.6,
2001,T7,,R1,S5,2,Deep,21,593.76,1.78,1.79,10.52,
2001,T7,,R2,S1,1,Surface,17,480.66,1.49,1.5,5.17,
2001,T7,,R2,S1,1,Middle,41,1159.25,1.61,1.63,25.23,
2001,T7,,R2,S1,1,Deep,42,1187.52,1.81,1.91,112.74,
2001,T7,,R2,S1,2,Surface,21,593.76,1.29,1.34,31.78,
2001,T7,,R2,S1,2,Middle,32,904.78,1.71,1.73,14.68,
2001,T7,,R2,S1,2,Deep,47,1328.89,1.67,1.94,366.76,
2001,T7,,R2,S2,1,Surface,19,537.21,1.32,1.42,52.67,fungal growth
2001,T7,,R2,S2,1,Middle,39,1102.7,1.57,1.68,116.08,
2001,T7,,R2,S2,1,Deep,42,791.68,1.59,1.89,237.27,
2001,T7,,R2,S2,2,Surface,9,254.47,1.36,1.38,4.44,fungal growth
2001,T7,,R2,S2,2,Middle,53,1498.54,1.58,1.62,50.74,
2001,T7,,R2,S2,2,Deep,38,1074.42,1.56,1.96,425.64,
2001,T7,,R2,S3,1,Surface,22,622.04,1.36,1.39,18.73,fungi
2001,T7,,R2,S3,1,Middle,31,311.02,1.17,1.73,172.61,
2001,T7,,R2,S3,1,Deep,47,1328.89,1.66,1.79,168.13,
2001,T7,,R2,S3,2,Surface,22,622.04,1.47,1.57,63.9,fungi
2001,T7,,R2,S3,2,Middle,16,452.39,1.39,1.81,188.94,
2001,T7,,R2,S3,2,Deep,62,1526.81,1.74,1.83,142.07,
2001,T7,,R2,S4,1,Surface,19,537.21,1.49,1.55,29.7,
2001,T7,,R2,S4,1,Middle,17,480.66,1.59,1.84,123.72,
2001,T7,,R2,S4,1,Deep,64,1809.56,1.6,1.74,253.45,
2001,T7,,R2,S4,2,Surface,19,537.21,1.29,1.34,27.08,fungi
2001,T7,,R2,S4,2,Middle,20,565.49,1.56,1.63,39.72,
2001,T7,,R2,S4,2,Deep,61,1724.73,1.51,1.76,436.06,
2001,T7,,R2,S5,1,Surface,22,622.04,1.35,1.45,60.91,changed Ap hor depth from 13 to 22 based on natural break (texture and color)/ fungi
2001,T7,,R2,S5,1,Middle,32,904.78,1.52,1.58,54.53,
2001,T7,,R2,S5,1,Deep,46,1300.62,1.42,1.74,412.14,
2001,T7,,R2,S5,2,Surface,19,537.21,1.45,1.5,30.74,
2001,T7,,R2,S5,2,Middle,33,537.21,1.6,1.79,100.63,
2001,T7,,R2,S5,2,Deep,48,1357.17,1.65,1.83,238.39,
2001,T7,,R3,S1,1,Surface,22,622.04,1.4,1.43,20.85,fungal growth 
2001,T7,,R3,S1,1,Middle,41,1159.25,1.69,1.73,48.85,
2001,T7,,R3,S1,1,Deep,37,1046.15,1.64,1.86,225.95,
2001,T7,,R3,S1,2,Surface,16,452.39,1.28,1.35,31.09,"fungal growth , large root mass"
2001,T7,,R3,S1,2,Middle,59,1668.19,1.68,1.7,33.21,
2001,T7,,R3,S1,2,Deep,25,706.86,1.68,1.92,170.32,
2001,T7,,R3,S2,1,Surface,21,593.76,1.37,1.46,54.32,"fungal growth , large root mass"
2001,T7,,R3,S2,1,Middle,48,1357.17,1.64,1.71,93.99,
2001,T7,,R3,S2,1,Deep,31,876.5,1.63,1.82,166.67,
2001,T7,,R3,S2,2,Surface,16,452.39,1.22,1.3,37.79,
2001,T7,,R3,S2,2,Middle,66,1866.11,1.65,1.73,140.57,
2001,T7,,R3,S2,2,Deep,18,508.94,1.22,1.81,303.11,
2001,T7,,R3,S3,1,Surface,15,424.12,1.25,1.29,19.14,
2001,T7,,R3,S3,1,Middle,36,1017.88,1.47,1.62,156.8,
2001,T7,,R3,S3,1,Deep,49,1385.44,1.67,1.82,211.67,
2001,T7,,R3,S3,2,Surface,14,395.84,1.54,1.61,25.76,
2001,T7,,R3,S3,2,Middle,34,622.04,1.59,1.64,30.59,
2001,T7,,R3,S3,2,Deep,52,1470.27,1.56,1.78,319.61,
2001,T7,,R3,S4,1,Surface,11,311.02,1.14,1.17,8.14,fungal growth
2001,T7,,R3,S4,1,Middle,89,2516.42,1.32,1.38,153.632,
2001,T7,,R3,S4,2,Surface,23,650.31,1.49,1.52,21.6,
2001,T7,,R3,S4,2,Middle,47,1328.89,1.62,1.74,161.5,
2001,T7,,R3,S4,2,Deep,30,848.23,1.7,1.88,153.81,
2001,T7,,R3,S5,1,Surface,11,311.02,1.42,1.45,8.41,
2001,T7,,R3,S5,1,Middle,53,1498.54,1.62,1.7,112.75,
2001,T7,,R3,S5,1,Deep,36,1017.88,1.47,1.93,460.34,
2001,T7,,R3,S5,2,Surface,20,565.49,1.45,1.51,29.88,fungal groth
2001,T7,,R3,S5,2,Middle,47,1328.89,1.64,1.72,116.35,
2001,T7,,R3,S5,2,Deep,33,933.05,1.47,1.84,348.76,
2001,T7,,R4,S1,1,Surface,25,706.86,1.39,1.55,114.3,large root mass
2001,T7,,R4,S1,1,Middle,37,1046.15,1.45,1.65,207.43,
2001,T7,,R4,S1,1,Deep,38,1074.42,1.43,1.7,288.39,
2001,T7,,R4,S1,2,Surface,23,650.31,1.47,1.53,39.85,
2001,T7,,R4,S1,2,Middle,35,989.6,1.6,1.75,145.42,power failure/weighed after sitting at room temp. for 13 hrs.
2001,T7,,R4,S1,2,Deep,42,1187.52,1.64,1.83,218.75,
2001,T7,,R4,S2,1,Surface,25,706.86,1.35,1.39,29.78,
2001,T7,,R4,S2,1,Middle,43,1215.8,1.73,1.76,42.67,
2001,T7,,R4,S2,1,Deep,32,904.78,1.66,1.86,174.49,
2001,T7,,R4,S2,2,Surface,25,706.86,1.49,1.52,21.7,
2001,T7,,R4,S2,2,Middle,51,1441.99,1.68,1.73,70.63,
2001,T7,,R4,S2,2,Deep,24,678.58,1.84,1.93,60.88,
2001,T7,,R4,S3,1,Surface,25,706.86,1.44,1.48,30.62,large root mass
2001,T7,,R4,S3,1,Middle,39,1102.7,1.69,1.73,43.63,
2001,T7,,R4,S3,1,Deep,36,1017.88,1.44,1.81,373.38,
2001,T7,,R4,S3,2,Surface,23,650.31,1.43,1.46,19.1,
2001,T7,,R4,S3,2,Middle,37,1046.15,1.69,1.74,49.06,
2001,T7,,R4,S3,2,Deep,40,1130.97,1.59,1.76,193.64,
2001,T7,,R4,S4,1,Surface,21,593.76,1.37,1.5,78.01,
2001,T7,,R4,S4,1,Middle,30,848.23,1.61,1.64,23.87,
2001,T7,,R4,S4,1,Deep,49,1385.44,1.54,1.74,281.22,
2001,T7,,R4,S4,2,Surface,23,650.31,1.46,1.5,32.22,
2001,T7,,R4,S4,2,Middle,26,735.13,1.86,1.93,49.45,
2001,T7,,R4,S4,2,Deep,51,1441.99,1.55,1.81,372.68,
2001,T7,,R4,S5,1,Surface,21,593.76,1.37,1.41,22.56,
2001,T7,,R4,S5,1,Middle,41,1159.25,1.5,1.65,175.44,
2001,T7,,R4,S5,1,Deep,38,1074.42,1.59,1.81,232.38,
2001,T7,,R4,S5,2,Surface,24,678.58,1.34,1.36,20.22,
2001,T7,,R4,S5,2,Middle,54,1526.81,1.71,1.75,61.38,
2001,T7,,R4,S5,2,Deep,22,622.04,1.33,1.84,319.79,
2001,T7,,R5,S1,1,Surface,22,622.04,1.55,1.59,24.06,
2001,T7,,R5,S1,1,Middle,32,904.78,1.52,1.56,35.33,
2001,T7,,R5,S1,1,Deep,46,1300.62,1.55,1.82,338.73,
2001,T7,,R5,S1,2,Surface,19,537.21,1.49,1.54,28.03,moss
2001,T7,,R5,S1,2,Middle,36,1017.88,1.59,1.63,44.22,
2001,T7,,R5,S1,2,Deep,45,1272.35,1.44,1.82,483.37,
2001,T7,,R5,S2,1,Surface,24,678.58,1.52,1.55,24.04,
2001,T7,,R5,S2,1,Middle,38,1074.42,1.4,1.59,206.55,
2001,T7,,R5,S2,1,Deep,38,1074.42,1.61,1.84,246.58,
2001,T7,,R5,S2,2,Surface,26,735.13,1.56,1.63,50.8,
2001,T7,,R5,S2,2,Middle,32,904.78,1.41,1.67,232.77,
2001,T7,,R5,S2,2,Deep,42,1187.52,1.58,1.77,229.64,
2001,T7,,R5,S3,1,Surface,22,622.04,1.54,1.57,16.58,
2001,T7,,R5,S3,1,Middle,18,508.94,1.71,1.83,60.84,
2001,T7,,R5,S3,1,Deep,60,1696.46,1.63,1.75,208.11,
2001,T7,,R5,S3,2,Surface,20,565.49,1.64,1.74,57.4,
2001,T7,,R5,S3,2,Middle,17,480.66,1.66,1.83,80.19,
